id,title,artist,album,url,duration,bpm,genre
64059291,THAT'S A HAVE-TO,Jade Lotzow,Female,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/762db7d9-1957-4909-85fe-a474585c5727.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059291.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=cqqtfISKvYLrWyeCFPELFP1YQ0w%3D&Expires=1767994983,0:03:35,94.0,"Pop, Country"
64059503,ESTOY BIEN - INSTRO,G Putnam Music,TV/Film,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/0c9bcb64-7542-429b-a893-1cc7b6b7dddc.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059503.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=aVj7MaOZOPUTx1ohYv2ryhrvasM%3D&Expires=1767994983,0:03:30,113.0,"Cinema, Indie"
64059506,COME BACK-COME BACK - INSTRO,G Putnam Music,Rock till We Drop,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/142620b6-02f9-4378-9882-bccdba770fbd.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059506.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=C9fr61yUE9B0zcHOUgnTdEWnC5Y%3D&Expires=1767994983,0:03:00,99.0,Rock
64059509,C0RNFIELD - INSTRO,G Putnam Music,BUSTING OUT,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c315b217-500c-490e-a39d-50c06587975c.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059509.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=6rP%2BT6B1VVXsCeCaTVJgT28WYzY%3D&Expires=1767994983,0:03:07,100.0,Americana
64059511,CLAWS - INSTRO,G Putnam Music,Sweet as Sexy,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/d2fd3552-f26c-4571-a793-c7aa9d972daf.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059511.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=UTgCWrl5ztfIe9Aw0Uct3%2FmsP1A%3D&Expires=1767994983,0:03:37,93.0,Indie Rock
64059521,INTO THE LIGHT - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c7af42b5-a7ac-419d-aabc-7e5e68d987bf.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059521.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=Rry3Q4g4%2BnMcyD1OggJ9dqbgE4g%3D&Expires=1767994983,0:02:12,95.0,Indie
64059708,SANDMAN'S COMIN' - INSTRO,G Putnam Music,Busting Out,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c63e6ca0-010d-45f5-9930-dde06a0c8a42.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059708.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=PuQDW00vbByamhLo8LyeI3QwDGc%3D&Expires=1767994983,0:02:46,90.0,Sync Rock
64059726,CHANGE ME,Chris Krause,Change Me,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/16ea5472-9446-4f6f-a8ae-5d6200a91ccf.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059726.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=1YC7EUj8PguNAtHi0EvBtxnCsoQ%3D&Expires=1767994983,0:03:32,88.0,"Folk, Country"
64059751,SAYING GOODBYE - Rec'd 1988 - East Houston,Amanda Johnson,Vintage,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/0bf70ef1-5545-4b53-9ba1-7dfd14279313.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059751.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=K6gdzjYvIiIQyVwO5fXJndqxLxk%3D&Expires=1767994983,0:02:52,88.0,1989 ROCK/COUNTRY
64059752,FEARLESS - Rec'd 1988 - East Houston,Amanda Johnson,TV/Film,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/f8c8bb6f-e578-458d-8bb5-5c5808fe99b2.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059752.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=KlcBBNUa0HJZfsqeFjNrJCtIAt0%3D&Expires=1767994983,0:03:34,128.0,PERIOD
64059773,KENTUCKY IN HER HEART,Alex Fehr,Subtly Simple,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/be9fce76-507a-4e3f-920a-ef41a1b06882.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059773.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=3ijN3vVbVkYaasM3%2BTIPTWImt0Q%3D&Expires=1767994983,0:03:26,150.0,"Indie, Country"
64059774,EVEN IF I TRIED - M,Alex Fehr,Sexy Swagger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/eaf9d0b8-26bb-4ab0-a940-47a0a8505a1e.mp3?response-content-disposition=attachment%3B%20filename%3D%2264059774.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=2RtTOD8H%2Fh7yAUllxWseu4jndD8%3D&Expires=1767994983,0:02:28,84.0,Singer Songwriter
64066851,The Cemetery Stomp,G Putnam Music,HALLOWEEN,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/27bd77b0-7f4f-465f-8457-ed316d48f322.mp3?response-content-disposition=attachment%3B%20filename%3D%2264066851.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=tnUgF49b12OqM9irPVCygAPLOdo%3D&Expires=1767994983,0:02:15,82.0,"Holiday, Youth"
68309589,HOUSE OF THE RISING SUN - The Animals COVER,Cindy Youngren,COVER,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/968af6bc-ab7e-45f1-942f-955cfbd94cde.mp3?response-content-disposition=attachment%3B%20filename%3D%2268309589.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=FaJfQ8bf%2BMGt64RiLYWfu85FkE8%3D&Expires=1767994983,0:03:09,84.0,Reimagined COVER
68345674,MUSTA BEEN - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/1264a0eb-c31e-4ca8-a1fb-abb0738868f2.mp3?response-content-disposition=attachment%3B%20filename%3D%2268345674.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=WGY%2Fv86YfEcTgWlygQGHu4Ihksc%3D&Expires=1767994983,0:02:51,72.0,Sync Indie Pop
68563938,C'MON  COOL - INSTRO,G Putnam Music,Clubbin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/db753447-6a0b-4089-9bb2-30bda8a02e56.mp3?response-content-disposition=attachment%3B%20filename%3D%2268563938.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=orYE%2BXy2KxEapNlzikRXYEiYK5I%3D&Expires=1767994983,0:02:54,141.0,Swing
68836572,MAYBE TONIGHT - 60s - LOFI,Zach Jackson,Classic Rock,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/9a3aa107-4dae-42e5-a4ce-620eeafa5efe.mp3?response-content-disposition=attachment%3B%20filename%3D%2268836572.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=F%2BESoshXNyBiuLfEg2d4Vgq0ByI%3D&Expires=1767994983,0:02:18,154.0,60's Rock
68836598,I DO SWEAR,Zach Jackson,Countin’ On Countin’ On,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/03c0ef84-f9bb-4948-b21a-63c047fa5855.mp3?response-content-disposition=attachment%3B%20filename%3D%2268836598.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=7beQm%2Byrpf%2FQESPL4Z0%2Fz50KcCo%3D&Expires=1767994983,0:03:07,95.0,Indie
68836687,MAYBE TONIGHT - ELV-ISH,Zach Jackson,Classic,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/58a04f29-5242-4677-8597-7389ac108c56.mp3?response-content-disposition=attachment%3B%20filename%3D%2268836687.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=ZZOW8DAR2fz1yJfLSCpFJQ0dDaQ%3D&Expires=1767994983,0:02:18,154.0,"Vintage, Rock"
68876863,IT MUST HAVE BEEN LOVE - COVER,G Putnam Music,COVER,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/8672275a-606b-4af4-bbb0-ebc411028db3.mp3?response-content-disposition=attachment%3B%20filename%3D%2268876863.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=%2FmTrlQET3i%2F2HU1cUG6HrA7vHzg%3D&Expires=1767994983,0:02:51,72.0,Reimagined COVER
69008710,OPEN ROAD,G Putnam Music,Cowboy Country,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/260e053f-3a69-49ac-86ea-9e8d72541469.mp3?response-content-disposition=attachment%3B%20filename%3D%2269008710.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=ZWSxqHLaS8pvC1RjsxzUhHmksKY%3D&Expires=1767994983,0:03:01,117.0,"Pop, Rock"
69008730,TOUGH PEOPLE DO,KLEIGH,Dealin’ Feelin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/0d5b7486-3d44-42c8-8f91-72b9c17f2417.mp3?response-content-disposition=attachment%3B%20filename%3D%2269008730.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=zaOC70QsUVo9OWaGfnfCtDHDtYY%3D&Expires=1767994983,0:03:50,135.0,Folk/Country
69167937,BEIN' HER MAN,Zach Jackson,Dealin' Feelin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/56cf3f2b-cfca-4717-9d65-186d0f02813c.mp3?response-content-disposition=attachment%3B%20filename%3D%2269167937.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=hmJrcexizUZuzwJwUqWyzpYxnoY%3D&Expires=1767994983,0:03:29,110.0,AC
69167992,YOU AIN'T SAYIN',Kris Bradley,Growing Stronger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/91dc689f-55b3-48e1-90a4-3b5a86326f2a.mp3?response-content-disposition=attachment%3B%20filename%3D%2269167992.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=5Z7Fj7BjU9BMbwGSs1J8U%2BSuBpI%3D&Expires=1767994983,0:04:03,88.0,"Country, Pop"
69167999,IN THE END,Aaron Lotzow,Comin’ Through,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/da128792-f8d0-44bf-b063-db2ba5b61736.mp3?response-content-disposition=attachment%3B%20filename%3D%2269167999.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=1UaQV9iR7YwlkJciVXSFzqqs5bo%3D&Expires=1767994983,0:03:30,88.0,"Country, Folk"
69168014,MIDNIGHT RIDER - Allman Bros COVER,Cindy Youngren,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a3c3ec1e-c3da-4e74-bca8-0b107f7e8dbb.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168014.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=W8idnRyIbcSYf5yZb1D31oCr9KU%3D&Expires=1767994983,0:02:27,126.0,Dark REIMAGINED Cover
69168036,REMEMBER A TIME - INSTRO,G Putnam Music,Rembering Forgetting,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a8086183-03e8-410b-b5e0-ed7b9453e839.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168036.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=wGgV0H1DUTRkeWI014wDtwLBTsg%3D&Expires=1767994983,0:03:39,96.0,Vintage Acoustic
69168047,REMEMBER A TIME,Patrik J Sheridan,Vintage,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/6e1dc38c-70f9-42c2-a92e-f43ae0ef53da.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168047.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=aGI3gxEIjFfzJ1zJfITTONxnOnk%3D&Expires=1767994983,0:03:09,96.0,"Folk, Indie"
69168053,SOMETIMES,Billy Harper,Change Me,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ed6657b6-08cf-44ac-96b4-9397b44d17cc.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168053.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=1AUQDUDA%2BTTKwQr7FKKfsOTf2oo%3D&Expires=1767994983,0:03:30,92.0,"Rock, Country"
69168056,SOMEWHERE INSIDE,Cindy Youngren,Clearly,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/0eeed018-eced-4d8e-8f4c-dbec03b67d78.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168056.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=jdqo1x3za%2FSjpmJdUcCLaAW2sfg%3D&Expires=1767994983,0:03:59,69.0,"Pop, Indie "
69168061,SWEET TENNESSEE,G Putnam Music,TRAD COUNTRY - MALE,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/6aff644c-0b81-4522-bd95-78f0d8bd2e8f.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168061.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=d1e3qyMIajwMxq6ab5ArW5nDxbk%3D&Expires=1767994983,0:03:52,78.0,Traditional Country
69168066,THERE IS HERE,Chris Krause,Cowboy Country,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/cea3ec15-65fd-47b5-8717-266163791724.mp3?response-content-disposition=attachment%3B%20filename%3D%2269168066.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=lvb0S2DhTq8RW0F3q81QKoM6%2BkI%3D&Expires=1767994983,0:03:03,102.0,Americana
69169419,C'MON CHRISTMAS!,G Putnam Music,Christmas,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/b78bb2d6-1de4-4d6b-89dd-4e1d94d03409.mp3?response-content-disposition=attachment%3B%20filename%3D%2269169419.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=FTx21RfXJlBNTlh%2B0F2pfF5weyU%3D&Expires=1767994983,0:02:54,141.0,"Christmas, Cinematic, Film"
69206210,FEEL FREE,Ashleigh Brucker,An Ash Bash,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/3c9b465a-f95a-442a-89b0-bbd269bddfa5.mp3?response-content-disposition=attachment%3B%20filename%3D%2269206210.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=SlngNlp4fTWFh5vSswCfJ12pWDM%3D&Expires=1767994983,0:03:27,114.0,"Pop, Country"
69206292,GIVE ME A KISS - Ash,Ashleigh Brucker,Sassy Sweet,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/421dbf9f-5184-4d8d-8bf3-2da941035193.mp3?response-content-disposition=attachment%3B%20filename%3D%2269206292.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=gEn8gNGt68N0yXIMqWsZMYWk%2B20%3D&Expires=1767994983,0:03:37,72.0,"Singer-Songwriter, Rock, Country"
69206458,IMAGINE IF,Alex Wahlbert,Growing Stronger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/de0913a7-8e39-4a3c-b519-f98c509e306f.mp3?response-content-disposition=attachment%3B%20filename%3D%2269206458.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=cj2FOvVRvq9fjfghWlaJtMNWk80%3D&Expires=1767994983,0:03:27,61.0,"Singer/Songwriter, FOLK"
69206646,KEEPIN' IT COUNTRY,Elle Christine,Elle’s Bells,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/445248ad-1551-412b-835d-318e431bebd1.mp3?response-content-disposition=attachment%3B%20filename%3D%2269206646.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=qU25qGlZc%2FuPUG3KY3lbUaRmtpo%3D&Expires=1767994983,0:03:13,122.0,"Americana, Country"
69207118,NEVER BEEN,G Putnam Music,Sexy Swagger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c4a53728-cb54-4ef2-a8c4-5deffd669fa7.mp3?response-content-disposition=attachment%3B%20filename%3D%2269207118.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=VfGPoILkWgk7BjEwO7pQ4%2BkVE8g%3D&Expires=1767994983,0:03:20,127.0,"Alt Rock, Country"
69207232,NEVER KNEW,Brandon Howard,Cowboy Country,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/90f94600-6f2f-4beb-8e61-05c24d58ff13.mp3?response-content-disposition=attachment%3B%20filename%3D%2269207232.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=9XCZirW6C3ZP%2FnrX1hRE9iEYsHE%3D&Expires=1767994983,0:03:24,124.0,Country
69207261,LIFE NEW,Anjanel Folkens,Change Me,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ba9d6cfc-2dc5-4cd3-b971-982e57844171.mp3?response-content-disposition=attachment%3B%20filename%3D%2269207261.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=jiS1tYtl7pO7wXRy%2Bja%2BgIHtSEY%3D&Expires=1767994983,0:03:36,84.0,"Rock, Country"
69207383,PAWN SHOP,Elle Christine,Clearly,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/b3f79f00-80fe-4afb-a8e5-8e371bf5a7c3.mp3?response-content-disposition=attachment%3B%20filename%3D%2269207383.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=r7wIgf0GsaeY75NfDCLuNqmoH4g%3D&Expires=1767994983,0:03:16,84.0,Country/Pop
69207533,GOT ME SMOKIN' - '24,Lilli O'Dowd,Lovin' with Lilli,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/97ad7443-68a9-458e-b9b0-ea3ed89f4fc3.mp3?response-content-disposition=attachment%3B%20filename%3D%2269207533.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=Jbl7xVPT9CorS%2F2ClLsrHbgTmOs%3D&Expires=1767994983,0:03:24,138.0,"Pop, Indie"
70130394,LEARNIN' LIFE - INSTRO,G Putnam Music,Dance Steady,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/6d8470d5-fc6f-4d25-a48a-c44140c4dc8b.mp3?response-content-disposition=attachment%3B%20filename%3D%2270130394.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=y9QdJvm%2BCcfktpuM7U%2BCJfvfaaI%3D&Expires=1767994983,0:03:28,85.0,"Rock, Pop, Indie, Country, Blues, BVGs"
70319514,NOTHING MEANS NOTHING - INSTRO,G Putnam Music,Clubbin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c7300bed-a901-439f-a6e2-a0092aab03b9.mp3?response-content-disposition=attachment%3B%20filename%3D%2270319514.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=JfJ6PbdsC55uZ0YG0gDT0lB9W5E%3D&Expires=1767994983,0:02:55,108.0,Upbeat Synth
71084622,CHASER  (NASCAR),NATU Visinia,Sexy Swagger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/37c85fc6-d502-4894-9a60-1cd106d3cd08.mp3?response-content-disposition=attachment%3B%20filename%3D%2271084622.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=i5mWRwArF4w1mZXj3FcvXK8hF04%3D&Expires=1767994983,0:02:40,82.0,"Country, Pop"
71121598,TIME KEEPS ON MOVIN',Emily Hope,Clearly,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/43bd8b0b-43b3-4d4a-bedd-cf797bb5cff4.mp3?response-content-disposition=attachment%3B%20filename%3D%2271121598.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=3VNB6kFOhuW7%2BktjTnDpLiOC4D4%3D&Expires=1767994983,0:02:50,79.0,Indie
71303470,HOME IS SUNNY - INSTRO ONLY,G Putnam Music,Banjo,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/291d164f-bdc6-4d52-9785-0b57dd14f68f.mp3?response-content-disposition=attachment%3B%20filename%3D%2271303470.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=f%2FvIQjkgwz8Zade5Vl8TeETZLt8%3D&Expires=1767994983,0:03:09,84.0,Film
71305650,MIDNIGHT HIRE - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/27e5fac0-fc5e-41fb-b439-236d430ea056.mp3?response-content-disposition=attachment%3B%20filename%3D%2271305650.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=6eMaOj64UZPd9WtJCDiji7WXDiA%3D&Expires=1767994983,0:02:27,63.0,Ambient
71352924,I LIVE FOR THIS - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/72384ae7-8c19-4d01-b229-d0d7739eecb0.mp3?response-content-disposition=attachment%3B%20filename%3D%2271352924.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=KIYCsbNNBoE3PpvJJLU6Be%2BuOe0%3D&Expires=1767994983,0:03:10,90.0,Americana
