Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Tag category: Mood/feel,Tag category: Lyric themes,Tag category: Tempo,Tag category: Instrument,Tag category: Vocals,Tag category: Genre,Tag category: Type,Internal comment,Client comment,track_formats,[read-only] Duration,Writer 1 Name,Writer 1 Percentage,Writer 1 PRO,Writer 1 Publisher,Writer 2 Name,Writer 2 Percentage,Writer 2 PRO,Writer 2 Publisher,Writer 3 Name,Writer 3 Percentage,Writer 3 PRO,Writer 3 Publisher,Writer 4 Name,Writer 4 Percentage,Writer 4 PRO,Writer 4 Publisher
75958831,WAY DEEP,Cowboy Country,Billy Harper,123,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Country,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00120,"Sometimes some nights I watch cartoons  
There’s too much drama on the tube n’
I have my own mountains to climb__
Competition sure has its place 
But not ev’ry minute of ev’ry day
Sometimes I like just takin’ a drive
 So, I go find ol’ country roads
Where I can choose fast or slow
It’s where I feel free
Way deep – out in the country (2x)  
Way way deep 
Some nights I like goin’ a’ fishin’
Starin’ at stars n’ doin’ some wishin’
Grillin’ with friends - drinkin’ ice cold beer__
I can fer’get that I have to work
Or that I’m actually spinnin’ with Earth
To to-morrow’s next, next turn – (turn, turn, turn) 
So, I go find ol’ country roads
Where I can choose fast or slow
It’s where I feel free
Way deep – out in the country (2x)  
Way way deep 
Give me white rock – long dirt paths
Findin’ places missin’ on maps
This next road – I won’t look back  
Just gonna step on the gas – ooooowwww
So, I go find ol’ country roads
Where I can choose fast or slow
It’s where I feel free
Way deep – out in the country (2x)  
Way way deep 
-- I like mgoin' way, way deep",893097792,,,,"Upbeat, Retro, Powerful, Positive, Confident","Youth, Winning, Survival, Nature, Life, Individuality, Happiness, Good times, Freedom, Discovery, Carry on, Beautiful, Adventure, Escape, Fun",Uptempo,"Drums, Bass, Acoustic guitar","Male vocal, Background vocals","Rock, Indie, Country","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:03:16,Gregory D Putnam,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,G Putnam Music,,,,,,,,
76135655,MY ROCK,Clearly,Zach Jackson,76,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,Indie Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00145,"On a bright spring day - water creeps down a creek
Sandy soil lays - where cowboy bones sleep
Many pass by this way – past where most trails end
Down by where the water bends
-- It’s a place trav'lers go to get close (to)
Find a way to behold that colossal stone
That’s who you are to me
When stormy winds knock me off my feet
I think of you n' I stand up
Reminds me the meaning of tough
I swear - you're there for me 
If I’m winnin’ or not
You are my rock
This shrine draws folks from miles around
Has its history of mystery - with this town
They say that rock has stood the test of time
Through wars over leaders drawin’ lines
Blood was shed where soldiers fought (but)
All those bombshells couldn’t move that rock n'
That’s who you are to me
When stormy winds knock me off my feet
I think of you n' I stand up
Reminds me the meaning of tough
I swear - you're there for me 
If I’m winnin’ or not
You are my rock
Through wind n’ wars - drought - downpours
Takes whatever it has to take (I)
Think of you n' I can find my strength
That’s who you are to me
When stormy winds knock me off my feet
I think of you n' I stand up
Reminds me the meaning of tough
I swear - you're there for me 
If I’m winnin’ or not
I swear - you’re there for me  if I’m winnin’ or not
I swear - if I’m winnin’ or not
You are my rock – oh….
You are my rock",913788516,,2023,,"Reflective, Powerful, Minimal","Youth, Winning, Together, Survival, Searching, Power, Nature, Love, Life, Hope, Happiness, Can do, Strength, Struggle, Success, Unity",Slow,Piano,"Male vocal, Background vocals","Singer/songwriter, Rock, Country","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:03:40,Zach Garrett,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
76197222,RENEGADE - Rock - Sports/Life,Sports of Sorts,Elliott Sedgewick,68,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-22-00333,"They say, I'm out of my mind 
Just wastin' all of my time 
Chasin' what the eye can't see
Basic - is what I can't be 
Makin' deals with the devil ain't what I'm about
Been grindin' pedal to the metal on a bumpy route
To get where nobody else believes that
I'm supposed to be 
Whoa 
Renegade 
Payin' no attention to what they say 
Whoa - 'coz I'm here to stay 
Hey Hey Hey
Whoa 
Renegade 
Runnin' through anything that's in my way 
Whoa 
I'm here to play 
Well, I'm a Renegade  
Many souls have been' sold to the idea 
If you do as your told you just might be
Able to find the end of the rainbow, but
I'm sittin' on a pot of gold
Whoa 
Renegade 
Payin' no attention to what they say 
Whoa - 'coz I'm here to stay 
I’m here today
Hey Hey Hey
Whoa 
Renegade 
Runnin' through anything that's in my way 
Whoa 
I'm here to play 
Well, I'm a Renegade  
Whoa 
Renegade 
Whoa 
Renegade
Hey Hey Hey 
Whoa 
Renegade
Runnin' through anything that's in my way 
Whoa n'
I'm here to play
I'm a Renegade   ",915545551,,2025,,"Swagger, Powerful, Moody, Intense, Epic, Dark, Cool, Confident, Building, Anthemic","Youth, Work, Winning, Sports, Searching, Can do, Brand new day, New beginning, Strength, Struggle, Success","Uptempo, Midtempo","Percussion, Electric guitar, Drums, Bass, Acoustic guitar","Male vocal, Background vocals","Rock, Indie, Cowboy","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:02:24,Erik William Nelson,33,ASCAP,ERSHKINSONGS,Gregory D Putnam,34,ASCAP,G Putnam Music,Faamanutuina (Natu) Visinia,33,ASCAP,G Putnam Music,,,,
76659341,GIVE ME A KISS,Sassy Sweet,Cindy Youngren,73,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,Retro Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00027,"So, here we are together
Sparks of life inside our eyes
Tonight the world feels so right
Paintin’ colors to our lives________
I watch as your eyes travel
Deep inside then far away
Like you see who I am
Like you know what I'll say
So much in life’s pure hit-n-miss
Don’t find many times like this
Darlin’, your eyes bring heaven’s bliss
Come close -- give me a kiss (3x) 
Best times are rarely planned
N’ too few times have we been there
The only right we need is tonight
Our eyes lost in love’s dare________
Outside the moon is burnin' bright
N’ like the sparkle in your eyes
I feel the magic of its shine
Feel it flaming (deep) inside 
So much in life’s pure hit-n-miss
Don’t find many times like this
Inside your eyes where heaven is
Come close -- give me a kiss (3x)
So much in love’s a magic trick
Maybe now's as good as it gets
Darlin’ -- see my tremblin’ lips
So close now -- give me a kiss (3x)
…(ahh) Give me a kiss 
…Hmmm…kind’a like this",911309929,,2007,,Reflective,"Winning, Together, Temptation, Searching, Magic, Love, Life, Happiness, Good times, Dream, Discovery, Desire, Beautiful, heartfelt, Optimistic, Connection, Longing, New beginning, Relationship, Romance",Slow,"Electric guitar, Drums, Bass, slide guitar",Female vocal,"Singer/songwriter, Pop, Indie, Folk","One stop, Mainstream, Easy-clear",,,"wav,mp3",0:03:33,Gregory D Putnam,50,ASCAP,G Putnam Music,Patrik J Sheridan,50,ASCAP,G Putnam Music,,,,,,,,
77252390,CUTS THROUGH ICE -  INSTRO,Synth Nymph,Music Maykers,75,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Haunting Soundscape,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00310,,915719482,,2023,,"Tension, Reflective, Powerful, Mysterious, Moody, Minimal, Dreamy, Dramatic, Dark, Building, Atmospheric",,"Slow, Downtempo","Piano, Electric guitar, Drums, Bass","Instrumental, Female vocal, Background vocals","Singer/songwriter, Rock, Indie, Folk, Cinema","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:02:54,Gregory D Putnam,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,G Putnam Music,,,,,,,,
77252391,CUTS LIKE A KNIFE - BRYAN ADAMS COVER,COVER,Music Maykers,75,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",Bryan Adams,Reimagined 80s ROCK,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00313,"Drivin' home this evening
I coulda sworn we had it all worked out
You had this girl believin'
Way beyond the shadow of a doubt

Then I heard it on the street
I heard you mighta found somebody new
Well who is she baby - who is she
And tell me what she means to you

I took it all for granted
But how was I to know
That you'd be letting go

Now it cuts like a knife
But it feels so right
It cuts like a knife
But it feels so right

There's times I've 'bin mistaken
There's times I thought I'd 'bin misunderstood
So wait a minute darlin'
Can't you see we did the best we could

This wouldn't be the first time
Things have gone astray
Now you've thrown it all away

Now it cuts like a knife
But It feels so right
It cuts like a knife
But it feels so right
",,,2025,,"Tension, Swagger, Powerful, Moody, Minimal, Emotive, Dramatic, Dark, Cinematic, Building, Atmospheric, Edgy, Fear, doubtful, Segments","Heartbreak, Destiny, heartfelt, Betrayal, Conflict, Connection, Escape, Loneliness, Longing, Regret, Relationship, Humiliated, Awful, Insecure, Aimless, Frustrated, Defensive, Moved, defeated, Non-Binary, Haunting, Clear","Slow, Downtempo","Piano, Electric guitar, Drums, Bass","Female vocal, Background vocals","Singer/songwriter, Rock, Indie, Folk","One stop, Mainstream, Easy-clear",,,"wav,mp3",0:02:54,,,,,,,,,,,,,,,,
77376011,BLAME SAME - NEO-PUNK,Dealin' Feelin',Zack Jackson,99,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,Punk Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00195,"Blame Same
,
V1a
When you wake up every day
Feeling stuck in the clay
Living life in the gray
Doesn't matter what you say
Gettin' tired of the game
But you don't know what to blame?
It's the same!       Yeah!  

V1b 
We don't smell the same flowers
We don't feel the same walls
We don't taste the same water
Don't hear the same call
Dif'rent is change n' 
Change is day by day 
Change brings same and the same brings change

You can call me unique
Seek diversity
You can say I'm coming from
Another story
Dif'rent is change n' 
Change is day by day 
Change brings same and the same brings change

Ch1 
It's the same ol' same ol' 
Ev'ry day Ev'ry day
same ol' same ol' 
They want it both ways
same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways

Breakdown Turn Around - 2 bars

V2
Fit the mold n' grow old
Blend in to turn out
Be a shodow be a ghost
Turn around - round - round
Dif'rent is change n' 
Change is day by day 
Change brings same and the same brings change

Ch2
It's the same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways
 same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways

Ch3
It's the same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways
 same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways

Br
Blame    ...    same  ......  blame     ....     same 
Blame same blame same
Blame    ...    same  ......  blame     ....     same 
Blame same blame same

Ch4 
It's the same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways
 same ol' same ol'
Ev'ry day Ev'ry day
 same ol' same ol' 
They want it both ways",913331980,,2025,,"Upbeat, Swagger, Sexy, Retro, Quirky, Party, Fun, Energetic, Cool, Confident","Survival, Individuality, Change","Uptempo, Midtempo","Synth, Percussion, Electric guitar, Drums, Bass, Acoustic guitar",Male vocal,"Rock, Punk, Funk, Blues","One stop, Easy-clear",,,"wav,mp3",0:02:31,Gregory D Putnam,50,ASCAP,G Putnam Music,Zach Garrett,50,ASCAP,G Putnam Music,,,,,,,,
79323545,CRUSH ON CHRISTMAS,Christmas,Emily Hope,159,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"AD, CINEMATIC, Christmas",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00122,"I can hear, your voice callin
Every time the leaves start fallin'
Haven't seen you in almost a year
Now it's hard to believe you'll soon be here
Can you feel it in the air?
I've got a crush on you, Christmas
You bring a smile every time you visit
Can you stay a little bit longer 'cause 
I've got a crush on you
I've got a crush on you, Christmas n' 
How you bring the best out in us
When you go, I miss you so
Gotta crush on Christmas - I do
Have a crush on Christmas
Gotta crush on Christmas - I do
You're with me everywhere I go,
Even under the mistletoe
I love how you make me feel
Fallin', head over heels
Oooh
There's something in the air
I've got a crush on you, Christmas
You bring a smile every time you visit
Can you stay a little bit longer 'cause 
I've got a crush on you
I've got a crush on you, Christmas n' 
How you bring the best out in us
When you go, I miss you so
Gotta crush on Christmas - I do
Have a crush on Christmas
Gotta crush on Christmas - I do
Have a crush on Christmas
I do - have a crush on Christmas
I've got a crush on you, Christmas
You bring a smile every time you visit
Can you stay a little bit longer 'cause I
've got a crush on you
I've got a crush on you, Christmas n' 
How you bring the best out in us
When you go, I miss you so
Gotta Crush on Christmas - I do
Have a crush on Christmas
Gotta Crush on Christmas",913691002,,2024,,"Uplifting, Upbeat, Quirky, Positive, Playful, Party, Hopeful, Happy, Fun, Energetic, Confident, Catchy, Bright","Love, Holiday, Happiness, Celebration, Relationship, Time","Uptempo, Midtempo","Piano, Drums, Bass, Acoustic guitar","Female vocal, Background vocals","Pop, Dance, Cinema","Recognizable, One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:02:56,Erik William Nelson,50,ASCAP,ERSHKINSONGS,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
79345356,OOPS! I DID IT AGAIN - COVER,COVER,Music Maykers,80,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Reimagined,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00309,"I think I did it again
I made you believe we're more than just friends
Oh baby
It might seem like a crush
But it doesn't mean that I'm serious
'Cause to lose all my senses
That is just so typically me
Oh baby, baby
Oops, I did it again
I played with your heart, got lost in the game
Oh baby, baby
Oops, you think I'm in love
That I'm sent from above
I'm not that innocent
You see my problem is this
I'm dreaming away
Wishing that heroes, they truly exist
I cry, watching the days
Can't you see I'm a fool in so many ways
But to lose all my senses
That is just so typically me",,,2025,,"Rhythmic, Moody, Minimal, Emotive, Dreamy, Dramatic, Dark, Cinematic, Building, Atmospheric","Temptation, Love, Friendship, Longing, Regret, Romance","Slow, Midtempo","Synth, Drums, Bass","Male vocal, Background vocals","Singer/songwriter, Indie, Electronic","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:02:36,,,,,,,,,,,,,,,,
79811236,I AM A FIGHTER - Liv - Indie,Pretty Pop,Olivia Joy,120,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Indie Pop/Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00048,",
V1a
I believe in me n’ 
I don’t care
What you think 
No, I ain’t scared

V1b
You can call me names
Tell me lies (but)
I ain't gonna change
I’m drawin’ lines

Ch1
You can drop me in ice 
Throw me into fire
You can make things tough
I'll walk a high wire
Come on n’ place your bets 
No matter how bad it gets
It only makes me more inspired
You can take me to the ground
Go on n’ knock me down  
I'll climb back even higher
...I am a fighter (2x)
 
V2a
You’re thinkin’ I lost
I’ve gotten weak
The lines been crossed 
The climb’s too steep

V2b
But you got-it-all wrong
I’m gonna win
So much stronger than 
I’ve ever been

Ch2
You can drop me in ice 
Throw me into fire
You can make things tough
I'll walk a high wire
Come on n’ place your bets 
No matter how bad it gets
It only makes me more inspired
You can take me to the ground
Go on n’ knock me down  
I'll climb back even higher
...I am a fighter

Br
I'm tougher than steel
Live my life real
No matter how I feel 
I'm moving ahead
Yeah, I'm gonna get 
Where I'm gonna get...

Ch3
You can drop me in ice 
Throw me into fire
You can make things tough
I'll walk the highest wire
Come on I'll take your bets 
No matter how bad it gets
It only makes me more inspired
You can take me to the ground
Go on n’ knock me down  
I'll climb back higher and higher
...I am a fighter (2x)
I’m climbing higher I am inspired
Here I am
...I am a fighter",893098601,,2024,,"Uplifting, Upbeat, Sexy, Romantic, Positive, Hopeful, Fun, Energetic, Cool, Confident, Catchy, Bright, Anthemic","Empowerment, Optimistic, Inspirational, Confidence, Strength, Struggle, Success",Uptempo,"Synth, Percussion, Electric guitar, Drums, Bass","Female vocal, Background vocals","Pop, Indie, Electronic, Dance","Recognizable, One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:03:14,Erik William Nelson,50,ASCAP,ERSHKINSONGS,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
79896283,RENEGADE - INSTRO,Crashin’ NOT Fallin',Music Maykers,68,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-22-00333,"-
V1a
They say, I'm out of my mind 
Just wastin' all of my time 
Chasin' what the eye can't see
Basic - is what I can't be 

V1b
Makin' deals with the devil ain't what I'm about
Been grindin' pedal to the metal on a bumpy route
To get where nobody else believes that
I'm supposed to be 

Ch1
Whoa 
Renegade 
Payin' no attention to what they say 
Whoa - 'coz I'm here to stay 
Hey Hey Hey
Whoa 
Renegade 
Runnin' through anything that's in my way 
Whoa 
I'm here to play 
Well, I'm a Renegade  

V2
Many souls have been' sold to the idea 
If you do as your told you just might be
Able to find the end of the rainbow, but
I'm sittin' on a pot of gold

Ch2
Whoa 
Renegade 
Payin' no attention to what they say 
Whoa - 'coz I'm here to stay 
I’m here today
Hey Hey Hey
Whoa 
Renegade 
Runnin' through anything that's in my way 
Whoa 
I'm here to play 
Well, I'm a Renegade  

Outro
Whoa 
Renegade 
Whoa 
Renegade
Hey Hey Hey 
Whoa 
Renegade
Runnin' through anything that's in my way 
Whoa n'
I'm here to play
I'm a Renegade",915545551,,2025,,"Swagger, Powerful, Intense, Epic, Confident",,"Uptempo, Midtempo","Percussion, Electric guitar, Drums, Bass, Acoustic guitar","Instrumental, Background vocals","Rock, Indie","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:02:24,Erik William Nelson,50,ASCAP,ERSHKINSONGS,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
80362440,COME ON  OUT - Jingle for Outside at Home,Jingle,Music Maykers,168,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Pop,ONE STOP - G Putnam Music (100%) Masters & (100%) Publishing Control,QZ-GD6-21-00323,"Go Out, Get out 

V1 
There is no better feelin’
Then when the sun shines on your face 
When your soul needs healin’ 
There is a perfect place 
I know oh oh oh oh oh (it’s)
Somewhere you can go oh oh for more (right)
Out your door

Ch
Go Out, Get out 
Let the wind blow through your hair 
Step Out, Step on out 
Breathe in the fresh clean air 
Tastes like happiness in 
All its simpleness So
Go Out, Get out  
The whole world mine & yours 
So open up the doors
Come Out, Come on out 

Oh
Let's Go Out, Get out 
Go Out, Get out  

Oh 
Let's step on out 

Oh
Go Out, Get out",916395687,,2025,,"Warm, Uplifting, Upbeat, Romantic, Rhythmic, Quirky, Positive, Playful, Light, Hopeful, Happy, Fun, Cool, Catchy, Bright","Together, Nature, Home, Happiness, Good times, Freedom, Family, Empowerment, Brand new day, Better, Beautiful, Adventure","Uptempo, Midtempo","Drums, Bass","Female vocal, Background vocals","Vintage, Rock, Pop, Indie, Folk","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:01:34,Erik William Nelson,33,ASCAP,ERSHKINSONGS,Gregory D Putnam,34,ASCAP,G Putnam Music,Faamanutuina (Natu) Visinia,33,ASCAP,G Putnam Music,,,,
80962200,THAT'S MY GIRL,NATU Ought To,NATU Visinia,92,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Country Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00125,"She had her feet up on the dashboard
Raisin’ the roof like she’s on the dance floor
Singin’ along in the wrong key
To the song on the radio
There’s no one I would rather ride
Backseat drivin’ on the passenger side
Head bangin’ like a rock n’ roll show
Yeah she’s all mine
That’s my girl dancing in the green summer dress
Hungover from the Spring Break fest
Warmin’ up under two plush covers
In a cold winter mess
She got me fallin’ like the autumn leaves
And I’m all-in every single season
Ain’t ashamed to shout it from on top of the world
That’s my girl
When she wakes up in the light of morning
No makeup, still got my heart soarin’
Holdin’ me like she misses me, 
then she kisses me without warning
That grin ooh must be a sin
The way it keeps on pullin’ me in
Heaven only knows where this is gonna go
But we’ll give it one hell of a spin
That’s my girl dancing in the green summer dress
Hungover from the Spring Break fest
Warmin’ up under two plush covers
In a cold winter mess
She got me fallin’ like the autumn leaves
And I’m all-in every single season
Ain’t ashamed to shout it from on top of the world
That’s my girl
I can’t ever picture my life without her in it
I’ll stand by her side every day, every minute
That’s my girl dancing in the green summer dress
Hungover from the Spring Break fest
Warmin’ up under two plush covers
In a cold winter mess
She got me fallin’ like the autumn leaves
And I’m all-in every single season
Ain’t ashamed to shout it from on top of the world
That’s my girl
That’s my girl
Yeah that’s my girl",912351833,,,,"Uplifting, Romantic, Reflective, Positive, Hopeful, Confident","Together, Love, Freedom, Relationship, Strength",Fast,"Electric guitar, Drums, Bass",Male vocal,"Singer/songwriter, Pop",,,,mp3,0:02:48,Faamanutuina (Natu) Visinia,34,ASCAP,G Putnam Music,Erik William Nelson,34,ASCAP,G Putnam Music,Gregory D Putnam,32,ASCAP,G Putnam Music,,,,
80973568,MAKE THAT CLIMB,NATU Ought To,NATU Visinia,129,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Country Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00160,"Age 9 n' just fine --- grandma standin' by my side 
At the county fair in line to ride the big bad slide 
She looked down said, it's your turn to go
I looked up n' then I froze (she) 
Patted my head - smiled n' said...I want you to know 
If you wanna do what matters 
Life is full of ladders
Gotta take each rung
One by one (yeah) 
You better hold on tight
Set your sights high .. high ... n' 
Make that climb 
Now, nobody finds a better life - if they don't try n'
Leavin' home was the 1st step to findin' mine 
Grandma's gone but her words live on
When things get tough - yeah - I keep calm 
Find ways to stay strong when things go wrong 
If you wanna do what matters 
Life gets full of ladders
Gotta take each rung
One by one (yeah) 
You better hold on tight
Set your sights high .. high ... n' 
Make that climb 
Sometimes you win
Sometimes you lose (but) 
Somewhere deep inside of you
Is the strength to pull you through 
If you wanna do what matters 
Life gets full of ladders
Gotta take each rung
One by one (yeah) 
You better hold on tight
Set your sights high .. high ... n' 
Make that climb 
'Cause the hardest part of livin' (is that) 
Nothin' good's a given
All the ups-n'downs
Turnarounds 
They're all just part of the ride
Set your sights high .. .high ...  n' 
Make that climb
Make that climb!",909627902,,2024,,"Upbeat, Reflective, Hopeful, Confident","Youth, Work, Winning, Power, Life, Individuality, Hope, Fame, Empowerment, Dream, Destiny, Desire, Can do, Identity, Strength, Struggle, Success",Uptempo,"Drums, Bass, Acoustic guitar","Male vocal, Background vocals","Rock, Pop, Country","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",0:03:09,Erik William Nelson,50,ASCAP,ERSHKINSONGS,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
